AirCode,AirName,City,State,fare14,fuel14,fare15,fuel15,fare16,fuel16,fare17,fuel17,fare18,fuel18,fare19,fuel19,fare20,fuel20,fare21,fuel21
LAX,Los Angeles International,Los Angeles,CA,542.84,2.788083333,511.08,1.626916667,450.63,1.315333333,437.03,1.633583333,426.94,2.115166667,423.82,1.969416667,342.37,1.217833333,361.34,1.925
ORD,Chicago O'Hare International,Chicago-O'Hare,IL,533.68,2.788083333,460.52,1.626916667,402.61,1.315333333,393.17,1.633583333,409.7,2.115166667,409.95,1.969416667,325.14,1.217833333,319.54,1.925
DEN,Denver International,Denver,CO,432.24,2.788083333,418.8,1.626916667,394.98,1.315333333,370.64,1.633583333,366.14,2.115166667,357.17,1.969416667,296.93,1.217833333,304.33,1.925
ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,545.49,2.788083333,500.33,1.626916667,444.37,1.315333333,435.03,1.633583333,436.69,2.115166667,440.37,1.969416667,351.35,1.217833333,340.63,1.925
EWR,Newark Liberty International,Newark,NJ,631.83,2.788083333,605.34,1.626916667,544.13,1.315333333,497.38,1.633583333,488.6,2.115166667,484.02,1.969416667,359.22,1.217833333,352.11,1.925
BOS,Logan International,Boston,MA,490.3,2.788083333,484.31,1.626916667,442.32,1.315333333,416.52,1.633583333,397.19,2.115166667,401.44,1.969416667,341.14,1.217833333,369.46,1.925
SEA,Seattle/Tacoma International,Seattle,WA,487.04,2.788083333,470.54,1.626916667,420.87,1.315333333,415.86,1.633583333,408.2,2.115166667,399.99,1.969416667,337.03,1.217833333,346.32,1.925
MCO,Orlando International,Orlando,FL,401.01,2.788083333,373.3,1.626916667,321.44,1.315333333,309.1,1.633583333,302.23,2.115166667,299.24,1.969416667,253.32,1.217833333,246.89,1.925
DFW,Dallas/Fort Worth International,Dallas-DFW,TX,545.86,2.788083333,491.37,1.626916667,441.88,1.315333333,449.76,1.633583333,464.02,2.115166667,478.51,1.969416667,380.14,1.217833333,358.49,1.925
PHX,Phoenix Sky Harbor International,Phoenix,AZ,461.24,2.788083333,447.68,1.626916667,414.21,1.315333333,405.55,1.633583333,409.73,2.115166667,414.56,1.969416667,329.81,1.217833333,327.73,1.925
SFO,San Francisco International,San Francisco,CA,560.01,2.788083333,547.56,1.626916667,501.07,1.315333333,477.29,1.633583333,459.17,2.115166667,472.08,1.969416667,397.19,1.217833333,435.55,1.925
JFK,John F. Kennedy International,New York-JFK,NY,554.89,2.788083333,551.98,1.626916667,501.54,1.315333333,487.91,1.633583333,472.21,2.115166667,478.2,1.969416667,404.32,1.217833333,379.98,1.925
LAS,Harry Reid International,Las Vegas,NV,341.5,2.788083333,318.58,1.626916667,288.07,1.315333333,296.31,1.633583333,290.87,2.115166667,288.9,1.969416667,246.72,1.217833333,258.96,1.925
LGA,LaGuardia,New York-La Guardia,NY,508.11,2.788083333,473.72,1.626916667,416.82,1.315333333,392.47,1.633583333,398.34,2.115166667,397.46,1.969416667,328.66,1.217833333,318.08,1.925
MSP,Minneapolis-St Paul International,Minneapolis,MN,558.44,2.788083333,550.22,1.626916667,489.22,1.315333333,460.27,1.633583333,450.43,2.115166667,436.34,1.969416667,369.17,1.217833333,342.86,1.925
PHL,Philadelphia International,Philadelphia,PA,552.06,2.788083333,511.66,1.626916667,463.63,1.315333333,472.49,1.633583333,458.97,2.115166667,440.57,1.969416667,344.2,1.217833333,344.94,1.925
IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,632.3,2.788083333,570.72,1.626916667,546.21,1.315333333,507.15,1.633583333,500.6,2.115166667,483.65,1.969416667,381.02,1.217833333,364.02,1.925
SAN,San Diego International,San Diego,CA,482.14,2.788083333,469.04,1.626916667,447.29,1.315333333,418.84,1.633583333,395.32,2.115166667,389.4,1.969416667,332.24,1.217833333,368.98,1.925
DTW,Detroit Metro Wayne County,Detroit,MI,551.87,2.788083333,533.65,1.626916667,476.74,1.315333333,458.06,1.633583333,451.84,2.115166667,449.34,1.969416667,368.42,1.217833333,365.68,1.925
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,380.55,2.788083333,345.46,1.626916667,306.11,1.315333333,293.09,1.633583333,296.92,2.115166667,306.21,1.969416667,251.66,1.217833333,239.97,1.925
DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,501.37,2.788083333,460.1,1.626916667,428.35,1.315333333,421.33,1.633583333,432.54,2.115166667,442.41,1.969416667,370.72,1.217833333,362.95,1.925
TPA,Tampa International,Tampa,FL,432.38,2.788083333,409.66,1.626916667,395.3,1.315333333,384.97,1.633583333,373.79,2.115166667,366.67,1.969416667,304.03,1.217833333,289.32,1.925
MIA,Miami International,Miami,FL,524.74,2.788083333,461.27,1.626916667,383.95,1.315333333,378.61,1.633583333,386.67,2.115166667,398.6,1.969416667,312.11,1.217833333,280.1,1.925
AUS,Austin - Bergstrom International,Austin,TX,505.17,2.788083333,476.93,1.626916667,471.57,1.315333333,439.04,1.633583333,413.28,2.115166667,403.57,1.969416667,335.38,1.217833333,334.01,1.925
BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,437.55,2.788083333,424.54,1.626916667,401.83,1.315333333,388.36,1.633583333,385.36,2.115166667,385.88,1.969416667,314.06,1.217833333,327.82,1.925
PDX,Portland International,Portland,OR,468.59,2.788083333,461.19,1.626916667,410.29,1.315333333,399.08,1.633583333,398.26,2.115166667,402.25,1.969416667,339.34,1.217833333,379.08,1.925
SLC,Salt Lake City International,Salt Lake City,UT,526.98,2.788083333,499.3,1.626916667,465.9,1.315333333,436.06,1.633583333,435,2.115166667,447.23,1.969416667,386.96,1.217833333,373.05,1.925
BNA,Nashville International,Nashville,TN,494.48,2.788083333,493.73,1.626916667,451.95,1.315333333,443.59,1.633583333,423.61,2.115166667,399.69,1.969416667,318.24,1.217833333,314.75,1.925
CLT,Charlotte Douglas International,Charlotte,NC,559.35,2.788083333,570.86,1.626916667,526.6,1.315333333,512.48,1.633583333,515.26,2.115166667,489.57,1.969416667,393.65,1.217833333,379.46,1.925
SMF,Sacramento International,Sacramento,CA,485.81,2.788083333,477.25,1.626916667,458.36,1.315333333,436.65,1.633583333,410.69,2.115166667,398,1.969416667,332.05,1.217833333,362.77,1.925
RDU,Raleigh-Durham International,Raleigh/Durham,NC,495.04,2.788083333,486.35,1.626916667,449.31,1.315333333,439.22,1.633583333,416.5,2.115166667,391.77,1.969416667,339.11,1.217833333,335.76,1.925
MDW,Chicago Midway International,Chicago-Midway,IL,427.2,2.788083333,393.39,1.626916667,354.28,1.315333333,347.03,1.633583333,369.86,2.115166667,369.32,1.969416667,275.5,1.217833333,278.69,1.925
HNL,Daniel K Inouye International,Honolulu,HI,479.79,2.788083333,494.03,1.626916667,491.59,1.315333333,457.09,1.633583333,453.05,2.115166667,408.76,1.969416667,347.91,1.217833333,368.52,1.925
STL,St Louis Lambert International,St. Louis,MO,492.86,2.788083333,480.97,1.626916667,459.22,1.315333333,452.79,1.633583333,439.87,2.115166667,436.38,1.969416667,353.62,1.217833333,345.84,1.925
SJC,Norman Y. Mineta San Jose International,San Jose,CA,438.13,2.788083333,437.22,1.626916667,408.55,1.315333333,380.74,1.633583333,361.81,2.115166667,351.73,1.969416667,301.41,1.217833333,342.21,1.925
OAK,Metro Oakland International,Oakland,CA,394.32,2.788083333,397.59,1.626916667,384.84,1.315333333,363.56,1.633583333,348.1,2.115166667,351.73,1.969416667,293.56,1.217833333,304.71,1.925
DAL,Dallas Love Field,Dallas-Love Field,TX,382.27,2.788083333,360.41,1.626916667,351.54,1.315333333,358.53,1.633583333,367.07,2.115166667,379.99,1.969416667,304.66,1.217833333,293.68,1.925
SNA,John Wayne Airport-Orange County,Santa Ana,CA,491.94,2.788083333,481.81,1.626916667,452.84,1.315333333,438.67,1.633583333,450.52,2.115166667,457.23,1.969416667,381.92,1.217833333,353.58,1.925
MCI,Kansas City International,Kansas City,MO,487.11,2.788083333,475.65,1.626916667,448.64,1.315333333,433.31,1.633583333,421.52,2.115166667,433.85,1.969416667,362.6,1.217833333,364.89,1.925
MSY,Louis Armstrong New Orleans International,New Orleans,LA,465.31,2.788083333,431.8,1.626916667,401.03,1.315333333,372.79,1.633583333,365.06,2.115166667,351.15,1.969416667,297.89,1.217833333,301.7,1.925
CLE,Cleveland-Hopkins International,Cleveland,OH,570.84,2.788083333,462.79,1.626916667,426.42,1.315333333,393.27,1.633583333,387.01,2.115166667,375.82,1.969416667,301.29,1.217833333,311.42,1.925
IAD,Washington Dulles International,Washington-Dulles,DC,626.58,2.788083333,583.53,1.626916667,561.45,1.315333333,526.64,1.633583333,517.19,2.115166667,542.09,1.969416667,445.23,1.217833333,446.23,1.925
IND,Indianapolis International,Indianapolis,IN,530.01,2.788083333,488.62,1.626916667,444.28,1.315333333,434.76,1.633583333,418.9,2.115166667,428.74,1.969416667,336.45,1.217833333,346.34,1.925
SJU,Luis Munoz Marin International,San Juan,PR,395.43,2.788083333,423.2,1.626916667,361.18,1.315333333,360.09,1.633583333,332.64,2.115166667,334.4,1.969416667,243.92,1.217833333,265.48,1.925
SAT,San Antonio International,San Antonio,TX,517.36,2.788083333,512.19,1.626916667,488.41,1.315333333,464.21,1.633583333,431.32,2.115166667,426.56,1.969416667,366.24,1.217833333,369.9,1.925
PIT,Pittsburgh International,Pittsburgh,PA,519.48,2.788083333,500.32,1.626916667,474.67,1.315333333,443.03,1.633583333,423.47,2.115166667,423.01,1.969416667,343.82,1.217833333,350.27,1.925
CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,658.89,2.788083333,557.21,1.626916667,484.48,1.315333333,416.2,1.633583333,388.2,2.115166667,389.47,1.969416667,312.38,1.217833333,320.95,1.925
CMH,John Glenn Columbus International,Columbus,OH,530.55,2.788083333,512.85,1.626916667,467.07,1.315333333,454.02,1.633583333,432.99,2.115166667,427.2,1.969416667,352.34,1.217833333,353.23,1.925
HOU,William P Hobby,Houston-Hobby,TX,455.22,2.788083333,438.71,1.626916667,430.84,1.315333333,408.37,1.633583333,409.99,2.115166667,403.28,1.969416667,316.18,1.217833333,308.71,1.925
RSW,Southwest Florida International,Fort Myers,FL,423.32,2.788083333,407.63,1.626916667,385.7,1.315333333,387.44,1.633583333,377.27,2.115166667,365.11,1.969416667,303.39,1.217833333,297.09,1.925
BDL,Bradley International,Hartford,CT,505.22,2.788083333,509.85,1.626916667,487.68,1.315333333,463.37,1.633583333,452.2,2.115166667,448.95,1.969416667,367.14,1.217833333,367.69,1.925
ONT,Ontario International,Ontario,CA,448.62,2.788083333,451.58,1.626916667,435.04,1.315333333,417.19,1.633583333,401.66,2.115166667,398.19,1.969416667,336.44,1.217833333,339,1.925
JAX,Jacksonville International,Jacksonville,FL,500.69,2.788083333,490.06,1.626916667,473.96,1.315333333,476.3,1.633583333,436.29,2.115166667,404.77,1.969416667,359.16,1.217833333,354.01,1.925
MKE,General Mitchell International,Milwaukee,WI,467.55,2.788083333,464.85,1.626916667,426.47,1.315333333,418.47,1.633583333,406.47,2.115166667,414.36,1.969416667,354.92,1.217833333,361.37,1.925
BUR,Bob Hope,Burbank,CA,374.36,2.788083333,377.38,1.626916667,359.46,1.315333333,332.95,1.633583333,323.45,2.115166667,331.96,1.969416667,293.78,1.217833333,285.96,1.925
PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,446.31,2.788083333,422.45,1.626916667,401.36,1.315333333,400.29,1.633583333,404.21,2.115166667,401.3,1.969416667,342.74,1.217833333,329.72,1.925
OMA,Eppley Airfield,Omaha,NE,512,2.788083333,514.3,1.626916667,481.46,1.315333333,459.08,1.633583333,431.48,2.115166667,439.68,1.969416667,361.38,1.217833333,372.29,1.925
MEM,Memphis International,Memphis,TN,580.77,2.788083333,524.73,1.626916667,490.64,1.315333333,485.91,1.633583333,474.25,2.115166667,458.84,1.969416667,355.24,1.217833333,357.47,1.925
RIC,Richmond International,Richmond,VA,547.7,2.788083333,546.32,1.626916667,528.68,1.315333333,526.48,1.633583333,486.7,2.115166667,467.95,1.969416667,375.19,1.217833333,365.14,1.925
BOI,Boise Air Terminal,Boise,ID,502.25,2.788083333,478.35,1.626916667,446.59,1.315333333,425.46,1.633583333,418.1,2.115166667,417.34,1.969416667,342.56,1.217833333,341.42,1.925
CHS,Charleston AFB/International,Charleston,SC,513.28,2.788083333,498.94,1.626916667,467.81,1.315333333,460.86,1.633583333,430.58,2.115166667,420.02,1.969416667,356.23,1.217833333,334.41,1.925
BUF,Buffalo Niagara International,Buffalo,NY,430.77,2.788083333,423.81,1.626916667,403.28,1.315333333,391.8,1.633583333,370.95,2.115166667,375.86,1.969416667,339.59,1.217833333,348.35,1.925
ORF,Norfolk International,Norfolk,VA,566.71,2.788083333,569.61,1.626916667,543.51,1.315333333,528.38,1.633583333,494.3,2.115166667,476.83,1.969416667,387.94,1.217833333,394.09,1.925
ABQ,Albuquerque International Sunport,Albuquerque,NM,495.96,2.788083333,488.49,1.626916667,477.15,1.315333333,453.96,1.633583333,418.24,2.115166667,437.79,1.969416667,346.94,1.217833333,387.51,1.925
OGG,Kahului Airport,Kahului,HI,384.62,2.788083333,409.95,1.626916667,400.86,1.315333333,368.68,1.633583333,360.74,2.115166667,324.82,1.969416667,305.44,1.217833333,307.57,1.925
ELP,El Paso International,El Paso,TX,507.23,2.788083333,521.41,1.626916667,503.44,1.315333333,480.3,1.633583333,451.56,2.115166667,444.9,1.969416667,357.18,1.217833333,371.26,1.925
GRR,Gerald R. Ford International,Grand Rapids,MI,564.2,2.788083333,540.36,1.626916667,506.59,1.315333333,506.52,1.633583333,469.04,2.115166667,445.48,1.969416667,346.27,1.217833333,361.18,1.925
OKC,Will Rogers World,Oklahoma City,OK,539.15,2.788083333,536.45,1.626916667,518.48,1.315333333,495.44,1.633583333,466.74,2.115166667,462.97,1.969416667,365.3,1.217833333,380.7,1.925
SDF,Louisville Muhammad Ali International,Louisville,KY,538.69,2.788083333,546.73,1.626916667,534.68,1.315333333,508.27,1.633583333,468.46,2.115166667,450.72,1.969416667,357.52,1.217833333,343.72,1.925
ANC,Ted Stevens Anchorage International,Anchorage,AK,670.56,2.788083333,607.12,1.626916667,545.19,1.315333333,533.19,1.633583333,545.22,2.115166667,534.57,1.969416667,495.74,1.217833333,455.85,1.925
GEG,Spokane International,Spokane,WA,491.31,2.788083333,479.2,1.626916667,454.95,1.315333333,433.69,1.633583333,417.99,2.115166667,420.01,1.969416667,349.61,1.217833333,362.63,1.925
RNO,Reno/Tahoe International,Reno,NV,467.35,2.788083333,454.2,1.626916667,447.2,1.315333333,420.27,1.633583333,419.41,2.115166667,411.93,1.969416667,347.35,1.217833333,345.62,1.925
PVD,Rhode Island Tf Green International,Providence,RI,461.49,2.788083333,464.66,1.626916667,446.49,1.315333333,420,1.633583333,390.2,2.115166667,401.27,1.969416667,332.36,1.217833333,363.35,1.925
TUS,Tucson International,Tucson,AZ,509.6,2.788083333,516.95,1.626916667,486.46,1.315333333,474,1.633583333,473.75,2.115166667,461.71,1.969416667,366.23,1.217833333,389.55,1.925
DSM,Des Moines International,Des Moines,IA,505.83,2.788083333,504.91,1.626916667,472.71,1.315333333,470.08,1.633583333,459.11,2.115166667,453.77,1.969416667,356.14,1.217833333,362.01,1.925
LGB,Long Beach Airport,Long Beach,CA,323.3,2.788083333,319.38,1.626916667,279.56,1.315333333,249.03,1.633583333,260.94,2.115166667,275.3,1.969416667,246.59,1.217833333,285.78,1.925
TUL,Tulsa International,Tulsa,OK,558.32,2.788083333,543.19,1.626916667,520.83,1.315333333,507.6,1.633583333,477.09,2.115166667,478.49,1.969416667,369.15,1.217833333,380.37,1.925
SYR,Syracuse Hancock International,Syracuse,NY,532.15,2.788083333,538.78,1.626916667,515.17,1.315333333,525.51,1.633583333,467.03,2.115166667,424.81,1.969416667,370.58,1.217833333,390.95,1.925
SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,501.51,2.788083333,514.87,1.626916667,520.39,1.315333333,517.75,1.633583333,490.19,2.115166667,419.67,1.969416667,325.71,1.217833333,295.09,1.925
ALB,Albany International,Albany,NY,570.01,2.788083333,553.39,1.626916667,503.37,1.315333333,493.22,1.633583333,483.13,2.115166667,458.98,1.969416667,378.08,1.217833333,399.81,1.925
BHM,Birmingham-Shuttlesworth International,Birmingham,AL,568.24,2.788083333,560.41,1.626916667,565.77,1.315333333,567.03,1.633583333,536.76,2.115166667,528.49,1.969416667,406.01,1.217833333,419.48,1.925
SAV,Savannah/Hilton Head International,Savannah,GA,572.63,2.788083333,567.86,1.626916667,510.61,1.315333333,496.77,1.633583333,457.13,2.115166667,434.31,1.969416667,394.45,1.217833333,343.77,1.925
ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,486.72,2.788083333,491.71,1.626916667,465.56,1.315333333,468.5,1.633583333,439.38,2.115166667,434.87,1.969416667,377.77,1.217833333,390.64,1.925
KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,392.52,2.788083333,412.87,1.626916667,411.15,1.315333333,383.76,1.633583333,362.29,2.115166667,320.81,1.969416667,295.75,1.217833333,301.13,1.925
TYS,McGhee Tyson,Knoxville,TN,581.79,2.788083333,595.12,1.626916667,563.59,1.315333333,562.3,1.633583333,542.31,2.115166667,477.64,1.969416667,385.79,1.217833333,397.97,1.925
MYR,Myrtle Beach International,Myrtle Beach,SC,342.4,2.788083333,335.4,1.626916667,318.78,1.315333333,329.9,1.633583333,324.82,2.115166667,313.03,1.969416667,298.88,1.217833333,249.63,1.925
PNS,Pensacola International,Pensacola,FL,601.25,2.788083333,589.94,1.626916667,567.6,1.315333333,550.92,1.633583333,519.93,2.115166667,488.8,1.969416667,368.63,1.217833333,356.64,1.925
GSP,Greenville-Spartanburg International,Greer,SC,527.58,2.788083333,533.05,1.626916667,527.19,1.315333333,515.44,1.633583333,507.9,2.115166667,479.86,1.969416667,391.03,1.217833333,406.75,1.925
COS,City of Colorado Springs Municipal,Colorado Springs,CO,585.38,2.788083333,596.4,1.626916667,515.09,1.315333333,434.77,1.633583333,426.24,2.115166667,455.51,1.969416667,391.02,1.217833333,350.04,1.925
HPN,Westchester County,White Plains,NY,505.43,2.788083333,513.01,1.626916667,491.64,1.315333333,498.7,1.633583333,502.67,2.115166667,481.16,1.969416667,419.83,1.217833333,376.39,1.925
LIH,Lihue Airport,Lihue,HI,344.57,2.788083333,370.37,1.626916667,372.3,1.315333333,349.46,1.633583333,332.04,2.115166667,321.18,1.969416667,277.34,1.217833333,291.31,1.925
FAT,Fresno Yosemite International,Fresno,CA,532.74,2.788083333,577.21,1.626916667,544.38,1.315333333,544.02,1.633583333,505.22,2.115166667,481.6,1.969416667,393.71,1.217833333,378.89,1.925
LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,537.76,2.788083333,561.93,1.626916667,549.22,1.315333333,544.54,1.633583333,514.55,2.115166667,495,1.969416667,376.16,1.217833333,385.24,1.925
MSN,Dane County Regional-Truax Field,Madison,WI,648.64,2.788083333,667.67,1.626916667,618.6,1.315333333,599.75,1.633583333,558.77,2.115166667,525.17,1.969416667,424.6,1.217833333,442.94,1.925
PWM,Portland International Jetport,Portland,ME,529.14,2.788083333,536.34,1.626916667,512.81,1.315333333,489.54,1.633583333,440.27,2.115166667,436.58,1.969416667,359.54,1.217833333,374.77,1.925
PSP,Palm Springs International,Palm Springs,CA,492.9,2.788083333,516.9,1.626916667,476.09,1.315333333,480.1,1.633583333,472.65,2.115166667,443.07,1.969416667,386.64,1.217833333,360.36,1.925
BZN,Bozeman Yellowstone International,Bozeman,MT,555.49,2.788083333,571.07,1.626916667,552.4,1.315333333,567.71,1.633583333,555.87,2.115166667,492.17,1.969416667,413.09,1.217833333,359.05,1.925
SFB,Orlando Sanford International,Sanford,FL,139.52,2.788083333,131.62,1.626916667,122.25,1.315333333,148.7,1.633583333,148.54,2.115166667,146.49,1.969416667,123.86,1.217833333,134.07,1.925
PIE,St Pete Clearwater International,St. Petersburg,FL,137.56,2.788083333,129.12,1.626916667,121.78,1.315333333,152.14,1.633583333,154.97,2.115166667,152.8,1.969416667,125.83,1.217833333,140.54,1.925
AVL,Asheville Regional,Asheville,NC,496.97,2.788083333,496.02,1.626916667,468.98,1.315333333,476.51,1.633583333,435.23,2.115166667,368.42,1.969416667,302.54,1.217833333,304.6,1.925
XNA,Northwest Arkansas National,Fayetteville,AR,611.83,2.788083333,652.52,1.626916667,644.05,1.315333333,666.55,1.633583333,649.2,2.115166667,576.53,1.969416667,438.97,1.217833333,439.79,1.925
EUG,Mahlon Sweet Field,Eugene,OR,464.56,2.788083333,467.31,1.626916667,444.88,1.315333333,447.21,1.633583333,443.08,2.115166667,449.01,1.969416667,364.26,1.217833333,372.93,1.925
ICT,Wichita Dwight D Eisenhower National,Wichita,KS,521.84,2.788083333,510.91,1.626916667,486.8,1.315333333,491.9,1.633583333,479.52,2.115166667,467.62,1.969416667,368.53,1.217833333,383.46,1.925
GSO,Piedmont Triad International,Greensboro/High Point,NC,574.22,2.788083333,578.61,1.626916667,554.41,1.315333333,542.19,1.633583333,526.23,2.115166667,495.17,1.969416667,408.05,1.217833333,403.28,1.925
AZA,Phoenix - Mesa Gateway,Phoenix,AZ,156.84,2.788083333,153.21,1.626916667,138.13,1.315333333,179.87,1.633583333,181.13,2.115166667,169.5,1.969416667,139.2,1.217833333,154.67,1.925
ISP,Long Island MacArthur,Islip,NY,392.35,2.788083333,404.46,1.626916667,403.77,1.315333333,385.59,1.633583333,315.31,2.115166667,311.65,1.969416667,279.35,1.217833333,262.59,1.925
CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,491.21,2.788083333,518.67,1.626916667,484.45,1.315333333,521.06,1.633583333,533.9,2.115166667,486.52,1.969416667,362.49,1.217833333,367.75,1.925
MHT,Manchester Boston Regional,Manchester,NH,488.05,2.788083333,489.04,1.626916667,473.41,1.315333333,462.84,1.633583333,457.49,2.115166667,461.25,1.969416667,376.9,1.217833333,401.03,1.925
MDT,Harrisburg International,Harrisburg,PA,570.55,2.788083333,594.49,1.626916667,575.24,1.315333333,602.95,1.633583333,566.19,2.115166667,488.14,1.969416667,395.66,1.217833333,412.13,1.925
FSD,Joe Foss Field,Sioux Falls,SD,493.94,2.788083333,512.12,1.626916667,484.74,1.315333333,483.8,1.633583333,518.76,2.115166667,493.02,1.969416667,388.71,1.217833333,398.63,1.925
JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,620.13,2.788083333,650.7,1.626916667,636.21,1.315333333,695.12,1.633583333,662.22,2.115166667,586.09,1.969416667,502.68,1.217833333,412.55,1.925
MAF,Midland International Air and Space Port,Midland/Odessa,TX,567.37,2.788083333,561.08,1.626916667,543.93,1.315333333,569.91,1.633583333,582.53,2.115166667,572.51,1.969416667,413.57,1.217833333,399.15,1.925
PGD,Punta Gorda Airport,Punta Gorda,FL,150.38,2.788083333,141.49,1.626916667,128.36,1.315333333,153.33,1.633583333,155.67,2.115166667,166.15,1.969416667,136.38,1.217833333,149.78,1.925
BTV,Burlington International,Burlington,VT,541.81,2.788083333,559.78,1.626916667,528.3,1.315333333,544.66,1.633583333,490,2.115166667,471.04,1.969416667,445.56,1.217833333,478.97,1.925
VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,680.05,2.788083333,674.24,1.626916667,566.48,1.315333333,520.14,1.633583333,495.17,2.115166667,466.86,1.969416667,370.57,1.217833333,332.92,1.925
LEX,Blue Grass,Lexington,KY,517.79,2.788083333,530.59,1.626916667,511.77,1.315333333,528.27,1.633583333,518.21,2.115166667,491.97,1.969416667,385.4,1.217833333,414.7,1.925
SBA,Santa Barbara Municipal,Santa Barbara,CA,637.02,2.788083333,684.96,1.626916667,657.4,1.315333333,651.86,1.633583333,617.47,2.115166667,526.23,1.969416667,439.71,1.217833333,415.55,1.925
HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,720.57,2.788083333,739.06,1.626916667,716.05,1.315333333,766.97,1.633583333,725.26,2.115166667,645.03,1.969416667,501.39,1.217833333,500.81,1.925
DAY,James M Cox/Dayton International,Dayton,OH,534.34,2.788083333,547.52,1.626916667,518.61,1.315333333,494.06,1.633583333,509.03,2.115166667,520.53,1.969416667,414.67,1.217833333,409.46,1.925
ITO,Hilo International,Hilo,HI,319.72,2.788083333,333.12,1.626916667,340.59,1.315333333,337.71,1.633583333,315.08,2.115166667,301.97,1.969416667,192.69,1.217833333,210.91,1.925
MFE,McAllen International,Mission/McAllen/Edinburg,TX,472.98,2.788083333,529.2,1.626916667,577.72,1.315333333,585.91,1.633583333,612.15,2.115166667,513.77,1.969416667,390.7,1.217833333,428.44,1.925
SGF,Springfield-Branson National,Springfield,MO,502.56,2.788083333,524.27,1.626916667,514.56,1.315333333,555.07,1.633583333,541.15,2.115166667,498.95,1.969416667,385.24,1.217833333,434.31,1.925
ILM,Wilmington International,Wilmington,NC,604.19,2.788083333,605.17,1.626916667,562.87,1.315333333,567.6,1.633583333,533.25,2.115166667,507.83,1.969416667,424.55,1.217833333,434.54,1.925
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,446.65,2.788083333,416.24,1.626916667,392.35,1.315333333,432.36,1.633583333,390.53,2.115166667,379.84,1.969416667,298.37,1.217833333,299.03,1.925
MFR,Rogue Valley International - Medford,Medford,OR,507.61,2.788083333,488.01,1.626916667,457.96,1.315333333,450.2,1.633583333,442.73,2.115166667,435.95,1.969416667,365.92,1.217833333,380.45,1.925
FAR,Hector International,Fargo,ND,523.38,2.788083333,545.14,1.626916667,559.92,1.315333333,602.62,1.633583333,600.55,2.115166667,532.07,1.969416667,417.53,1.217833333,428.82,1.925
HVN,Tweed New Haven,New Haven,CT,552.42,2.788083333,536.58,1.626916667,510.31,1.315333333,500.58,1.633583333,445.51,2.115166667,448.64,1.969416667,370.45,1.217833333,219.31,1.925
RDM,Roberts Field,Bend/Redmond,OR,524.52,2.788083333,547.96,1.626916667,516.97,1.315333333,492.83,1.633583333,474.32,2.115166667,456.44,1.969416667,369.2,1.217833333,413.88,1.925
ATW,Appleton International,Appleton,WI,608.3,2.788083333,613.16,1.626916667,565.01,1.315333333,590.44,1.633583333,540.29,2.115166667,512.19,1.969416667,390.85,1.217833333,380.94,1.925
CAE,Columbia Metropolitan,Columbia,SC,634.05,2.788083333,576.87,1.626916667,546.57,1.315333333,603.59,1.633583333,581.78,2.115166667,547.78,1.969416667,429.63,1.217833333,438.25,1.925
ACY,Atlantic City International,Atlantic City,NJ,216.1,2.788083333,195.76,1.626916667,166.1,1.315333333,155.74,1.633583333,138.75,2.115166667,152.32,1.969416667,125.12,1.217833333,128.46,1.925
ECP,Northwest Florida Beaches International,Panama City,FL,589.04,2.788083333,598.75,1.626916667,574.31,1.315333333,553.75,1.633583333,519.47,2.115166667,468.61,1.969416667,347.91,1.217833333,350.69,1.925
LBB,Lubbock Preston Smith International,Lubbock,TX,529.66,2.788083333,527.44,1.626916667,526.28,1.315333333,514.26,1.633583333,514.44,2.115166667,494.47,1.969416667,375.45,1.217833333,404.43,1.925
FAI,Fairbanks International,Fairbanks,AK,692.21,2.788083333,604.08,1.626916667,528.84,1.315333333,505.86,1.633583333,517.61,2.115166667,500.99,1.969416667,493.91,1.217833333,419.3,1.925
CHA,Lovell Field,Chattanooga,TN,529.58,2.788083333,529.42,1.626916667,520.57,1.315333333,504.45,1.633583333,516.65,2.115166667,499.94,1.969416667,421.51,1.217833333,439.43,1.925
HRL,Valley International,Harlingen/San Benito,TX,441.94,2.788083333,454.32,1.626916667,472.58,1.315333333,457.24,1.633583333,447.83,2.115166667,418.09,1.969416667,304.12,1.217833333,358.62,1.925
